,year,month,day,num_posts,daily_avg_score
0,2014,1,1,3760067,0.233875
1,2014,1,2,3622843,0.7029706363636363
2,2014,1,3,3714461,0.946562
3,2014,1,4,3726526,0.5519664444444445
4,2014,1,5,3738931,0.8152935000000001
5,2014,1,6,3733225,0.955587
6,2014,1,7,3721549,0.6458898
7,2014,1,8,3706898,0.5954111
8,2014,1,9,3612899,0.7712145
9,2014,1,10,3675217,0.974655
10,2014,1,11,3710588,0.5347348571428572
11,2014,1,12,3728772,0.7806242499999999
12,2014,1,13,3697757,0.955565
13,2014,1,14,3672599,0.603664125
14,2014,1,15,3669505,0.553113
15,2014,1,16,3662951,0.5230094444444445
16,2014,1,17,2606001,0.5804922499999999
17,2014,1,18,55,0.98324
18,2014,1,19,55,0.4560406
19,2014,1,20,59,0.8409763333333333
20,2014,1,21,1287922,0.8540098333333331
21,2014,1,22,2858356,0.6134890468750002
22,2014,1,23,3679333,0.6650419076923079
23,2014,1,24,3700547,0.5883989473684211
24,2014,1,25,3718082,0.45824645945945924
25,2014,1,26,3734329,0.515645515151515
26,2014,1,27,3668875,0.5570060754716982
27,2014,1,28,3704204,0.5623221758336941
28,2014,1,29,3663082,0.6003819247311829
29,2014,1,30,3680753,0.5506192469043153
30,2014,1,31,3700584,0.5619976451612904
31,2014,2,1,3716026,0.5831439013157894
32,2014,2,2,3740889,0.5472584663212435
33,2014,2,3,3718264,0.5213367484276729
34,2014,2,4,3658758,0.5267284336917561
35,2014,2,5,3619251,0.554224758869908
36,2014,2,6,3674785,0.557701153531218
37,2014,2,7,3667029,0.5521499098360656
38,2014,2,8,3688919,0.5791856413043479
39,2014,2,9,3701169,0.5523225602094242
40,2014,2,10,3690840,0.5660291485275287
41,2014,2,11,3664757,0.5675305166666665
42,2014,2,12,3619352,0.5817235833333334
43,2014,2,13,3689584,0.5533659428571429
44,2014,2,14,3680798,0.516720311111111
45,2014,2,15,3670754,0.5656942553191491
46,2014,2,16,3691841,0.5590719238095238
47,2014,2,17,3677657,0.5411188838383838
48,2014,2,18,3617789,0.5645784385964914
49,2014,2,19,3532547,0.5455228380129591
50,2014,2,20,3622899,0.5660252030075189
51,2014,2,21,3544196,0.5570641875000001
52,2014,2,22,3485545,0.5528906568047338
53,2014,2,23,3647303,0.6075167118644068
54,2014,2,24,3589261,0.5636674482758621
55,2014,2,25,3572631,0.5391287644230769
56,2014,2,26,3328569,0.5707842323651452
57,2014,2,27,3565676,0.5406755282442748
58,2014,2,28,3574013,0.5591453741753062
59,2014,3,1,3639802,0.5514803295990566
60,2014,3,2,3554010,0.5718333789473683
61,2014,3,3,3611644,0.5552186298788695
62,2014,3,4,3645274,0.5391840218687873
63,2014,3,5,3444618,0.595549396551724
64,2014,3,6,3633723,0.6448556285714286
65,2014,3,7,3621337,0.5655801578947367
66,2014,3,8,3615966,0.5929479569892474
67,2014,3,9,3611372,0.5327157857142856
68,2014,3,10,3646962,0.5639568266666667
69,2014,3,11,3529717,0.5117322619047618
70,2014,3,12,3618953,0.5502690576808721
71,2014,3,13,3652155,0.5591752911392406
72,2014,3,14,3642641,0.5667952532265244
73,2014,3,15,7051207,0.5791868299739922
74,2014,3,16,8237458,0.5610049541284404
75,2014,3,17,7213285,0.5143469534883721
76,2014,3,18,7274422,0.5734695384615386
77,2014,3,19,7984863,0.5571287166666666
78,2014,3,20,8058668,0.5350803380566801
79,2014,3,21,8032362,0.5570606755905513
80,2014,3,22,8113979,0.5559280123736853
81,2014,3,23,8632310,0.5639325357846355
82,2014,3,24,7401109,0.551111215198386
83,2014,3,25,7838518,0.5299953333333334
84,2014,3,26,7897551,0.5947728666666667
85,2014,3,27,7887781,0.5550681796116503
86,2014,3,28,7842398,0.5213067173913043
87,2014,3,29,7841171,0.5738666740740741
88,2014,3,30,7764900,0.5573697212460065
89,2014,3,31,7429954,0.5183735817245819
90,2014,4,1,7188050,0.5366237510204082
91,2014,4,2,7338592,0.6207835263157895
92,2014,4,3,7561576,0.5486779020408165
93,2014,4,4,7674344,0.5113335177993527
94,2014,4,5,7771091,0.5541061309523809
95,2014,4,6,8043267,0.5601412923566879
96,2014,4,7,7711104,0.6162138219178082
97,2014,4,8,7421147,0.5853808491620112
98,2014,4,9,7401008,0.573820537966538
99,2014,4,10,7278469,0.5555725297363581
100,2014,4,11,7359726,0.5635516904761905
101,2014,4,12,7445857,0.5713421996587031
102,2014,4,13,7835125,0.5237767246835444
103,2014,4,14,7461747,0.5550434970326409
104,2014,4,15,8036081,0.5680256686390533
105,2014,4,16,8060409,0.5160562740112994
106,2014,4,17,7125008,0.5237276750788643
107,2014,4,18,0,0.5673710454545454
108,2014,4,19,0,0.5816023308395677
109,2014,4,20,0,0.6073716161073824
110,2014,4,21,0,0.5327659148936171
111,2014,4,22,0,0.5721061358393849
112,2014,4,23,0,0.4709604102564103
113,2014,4,24,0,0.653238619047619
114,2014,4,25,0,0.6082478472222221
115,2014,4,26,0,0.5421874411764706
116,2014,4,27,0,0.5534795394736843
117,2014,4,28,0,0.5615495060240964
118,2014,4,29,0,0.5518481538461539
119,2014,4,30,0,0.6060039633027523
120,2014,5,1,0,0.5813856424242424
121,2014,5,2,0,0.6226583333333335
122,2014,5,3,0,0.6528784999999999
123,2014,5,4,0,0.403443875
124,2014,5,5,0,0.5761298224121558
125,2014,5,6,0,0.5694699282536151
126,2014,5,7,0,0.5664787932330827
127,2014,5,8,0,0.5986095840000001
128,2014,5,9,0,0.5765572295081967
129,2014,5,10,0,0.5230618958333332
130,2014,5,11,0,0.5883930167224081
131,2014,5,12,0,0.4780668913043478
132,2014,5,13,0,0.5720032454648526
133,2014,5,14,0,0.5983330555555555
134,2014,5,15,0,0.5488489511400652
135,2014,5,16,0,0.5544080528846153
