,year,month,day,num_posts,daily_avg_score
0,2016,1,1,255394,0.6740781666666665
1,2016,1,2,229196,0.7303819999999999
2,2016,1,3,223151,0.8019959999999999
3,2016,1,4,304126,0.5546294166666667
4,2016,1,5,549394,0.638172
5,2016,1,6,560668,0.7804
6,2016,1,7,569016,0.6757409000000001
7,2016,1,8,602599,0.6888665789473685
8,2016,1,9,670925,0.7832349411764707
9,2016,1,10,633115,0.7118394545454545
10,2016,1,11,572821,0.5129868125
11,2016,1,12,556426,0.5073172222222222
12,2016,1,13,539933,0.632763
13,2016,1,14,514235,0.480237
14,2016,1,15,498827,0.7129183333333332
15,2016,1,16,692645,0.671155
16,2016,1,17,650077,0.5905883913043478
17,2016,1,18,573753,0.6166895384615384
18,2016,1,19,526091,0.6909315454545455
19,2016,1,20,569531,0.5679176363636363
20,2016,1,21,568714,0.517059
21,2016,1,22,605790,0.6021192500000001
22,2016,1,23,670273,0.415633
23,2016,1,24,638375,0.5020613333333334
24,2016,1,25,561643,0.6936833999999998
25,2016,1,26,548636,0.6563935
26,2016,1,27,553858,0.638878
27,2016,1,28,567070,0.5571764242424242
28,2016,1,29,600467,0.5727499166666666
29,2016,1,30,695303,0.5944314
30,2016,1,31,673854,0.6275218962962961
31,2016,2,1,555816,0.5682546923076923
32,2016,2,2,534348,0.6169177777777778
33,2016,2,3,571251,0.6832855999999999
34,2016,2,4,578084,0.629982
35,2016,2,5,607905,0.4480876666666666
36,2016,2,6,703822,0.6063552587719296
37,2016,2,7,697944,0.6010774999999999
38,2016,2,8,613871,0.73802
39,2016,2,9,603255,0.6432509999999999
40,2016,2,10,581894,0.6177640204081633
41,2016,2,11,584938,0.449136
42,2016,2,12,596644,0.5100119999999999
43,2016,2,13,672253,0.6937636666666668
44,2016,2,14,661455,0.5882639508196722
45,2016,2,15,578996,0.6734570000000001
46,2016,2,16,548220,0.5896904941176471
47,2016,2,17,554294,0.5769985384615384
48,2016,2,18,561229,0.6099696666666667
49,2016,2,19,600253,0.5995157874015749
50,2016,2,20,673469,0.5825627183098592
51,2016,2,21,640323,0.6021909769129288
52,2016,2,22,560644,0.6195540334928229
53,2016,2,23,552378,0.6189929840000001
54,2016,2,24,553619,0.6664689302325582
55,2016,2,25,565963,0.5984505625000001
56,2016,2,26,604105,0.6327404690265487
57,2016,2,27,679559,0.1270845
58,2016,2,28,650124,0.6427811966759003
59,2016,2,29,567887,0.6333932275862068
60,2016,3,1,559841,0.6005473437500002
61,2016,3,2,554952,0.680600947368421
62,2016,3,3,555697,0.6040925151515152
63,2016,3,4,587273,0.6275259240506329
64,2016,3,5,673894,0.6476323594470045
65,2016,3,6,650477,0.5683780537634407
66,2016,3,7,574147,0.5726545000000001
67,2016,3,8,575353,0.6253106078431374
68,2016,3,9,570283,0.5744589739130435
69,2016,3,10,567776,0.5804244210526315
70,2016,3,11,609030,0.6305925394736842
71,2016,3,12,686262,0.5396871391304349
72,2016,3,13,665794,0.5414764
73,2016,3,14,553471,0.5475615744680851
74,2016,3,15,544129,0.5666908981481481
75,2016,3,16,549099,0.5154281296296296
76,2016,3,17,560962,0.6415945263157896
77,2016,3,18,579506,0.6024141328903655
78,2016,3,19,636480,0.55424125
79,2016,3,20,619452,0.5965523750000001
80,2016,3,21,547300,0.7797746521739132
81,2016,3,22,535142,0.6333672898550724
82,2016,3,23,544111,0.6466191533333333
83,2016,3,24,568128,0.5992806363636363
84,2016,3,25,604305,0.656976
85,2016,3,26,653326,0.6980766129032259
86,2016,3,27,632234,0.658118142857143
87,2016,3,28,531748,0.531214
88,2016,3,29,482054,0.8218061000000001
89,2016,3,30,454961,0.6975392499999999
90,2016,3,31,533620,0.292251
91,2016,4,1,556776,0.5952524054054056
