,year,month,day,num_posts,daily_avg_score
0,2020,1,1,3553760,0.64903907421875
1,2020,1,2,3062002,0.6768663201581027
2,2020,1,3,3084920,0.8974625
3,2020,1,4,3440642,0.8406097352941176
4,2020,1,5,3554787,0.511182
5,2020,1,6,3430804,0.5909865714285714
6,2020,1,7,3426891,0.7076169056603775
7,2020,1,8,3442419,0.955675
8,2020,1,9,3443499,0.536341
9,2020,1,10,3489356,0.634403168918919
10,2020,1,11,3489856,0.7028264615384615
11,2020,1,12,3478321,0.6088920952380954
12,2020,1,13,3450715,0.7070509411764705
13,2020,1,14,3490125,0.6557967891156462
14,2020,1,15,3386218,0.54406815625
15,2020,1,16,3456664,0.68236625
16,2020,1,17,3486882,0.8090445714285714
17,2020,1,18,3421953,0.8395509999999999
18,2020,1,19,3457964,0.6307088285714285
19,2020,1,20,3384130,0.6283916666666667
20,2020,1,21,3445071,0.5780415555555556
21,2020,1,22,3408455,0.6230936
22,2020,1,23,3389970,0.5466698181818181
23,2020,1,24,3411988,0.6557949915254238
24,2020,1,25,3354795,0.6692794
25,2020,1,26,3402799,0.7653986923076924
26,2020,1,27,3129175,0.7722933902439024
27,2020,1,28,3372269,0.92812
28,2020,1,29,3452337,0.7982129166666666
29,2020,1,30,3440722,0.6132983791982665
30,2020,1,31,3480244,0.5980072815315315
31,2020,2,1,3421462,0.774511
32,2020,2,2,3403862,0.782816888888889
33,2020,2,3,3405044,0.6267979089900111
34,2020,2,4,3397122,0.6055330755362849
35,2020,2,5,3499348,0.5953863421052631
36,2020,2,6,3420274,0.6186394285714285
37,2020,2,7,3305352,0.6199511
38,2020,2,8,3388039,0.5902587675111775
39,2020,2,9,3420920,0.5565706771300447
40,2020,2,10,3372870,0.6231603750000001
41,2020,2,11,3446735,0.5717463599999999
42,2020,2,12,3413210,0.6165295876777253
43,2020,2,13,3435347,0.6026707450980393
44,2020,2,14,3463691,0.656938640625
45,2020,2,15,3284931,0.5980569508196721
46,2020,2,16,3339249,0.5532014693877552
47,2020,2,17,3336618,0.8654138333333332
48,2020,2,18,3344013,0.6006663775100403
49,2020,2,19,3373037,0.6090809054441261
50,2020,2,20,3419905,0.612398156521739
51,2020,2,21,3420798,0.6703845600000001
52,2020,2,22,3326964,0.5943793632286997
53,2020,2,23,3366776,0.570248725490196
54,2020,2,24,3337832,0.6588687499999999
55,2020,2,25,3387378,0.6168190791252485
56,2020,2,26,3460722,0.6138373906976745
57,2020,2,27,3485313,0.6221581044176706
58,2020,2,28,3494954,0.6343173657314627
59,2020,2,29,3454562,0.5766136495726496
60,2020,3,1,3480421,0.6105218627306274
61,2020,3,2,3384558,0.6243549415247965
62,2020,3,3,3307489,0.6086348913250715
63,2020,3,4,3474225,0.5957104097714737
64,2020,3,5,3448751,0.725626625
65,2020,3,6,3434862,0.6109091212121213
66,2020,3,7,3397428,0.5886348767507001
67,2020,3,8,3458142,0.5850867281879195
68,2020,3,9,3355835,0.5757334933333333
69,2020,3,10,3422429,0.6694242499999999
70,2020,3,11,3446266,0.6121470352941177
71,2020,3,12,3593734,0.5614779137931035
72,2020,3,13,3612457,0.6152824199438202
73,2020,3,14,3539091,0.6221558424242425
74,2020,3,15,3540725,0.5988635410334345
75,2020,3,16,3595251,0.6144257196512408
76,2020,3,17,3638530,0.6652448333333335
77,2020,3,18,3671963,0.6372309255813955
78,2020,3,19,3695572,0.6168715
79,2020,3,20,3790030,0.5967244431818183
80,2020,3,21,3776645,0.5226049670781894
81,2020,3,22,3795932,0.6201379
82,2020,3,23,3714767,0.6215917136294027
83,2020,3,24,3739563,0.6603132731376976
84,2020,3,25,3796492,0.6302442376980817
85,2020,3,26,3772695,0.7931186
86,2020,3,27,3808045,0.6651821333333333
87,2020,3,28,3762298,0.5793597476851852
88,2020,3,29,3433111,0.6340829003436427
89,2020,3,30,3791680,0.6164981286764706
90,2020,3,31,3746257,0.5483287977528091
91,2020,4,1,3752760,0.6000402722513088
92,2020,4,2,3739960,0.574181
93,2020,4,3,3780628,0.5857238746666666
94,2020,4,4,3751850,0.6151216412143515
95,2020,4,5,3809103,0.6941115499999999
96,2020,4,6,3708945,0.5863065714285713
97,2020,4,7,3715879,0.6025782614475628
98,2020,4,8,3706518,0.5790012711864407
99,2020,4,9,3689543,0.6526636115879828
100,2020,4,10,3688130,0.6646154640776699
101,2020,4,11,3578679,0.5495798803418804
102,2020,4,12,3707920,0.6124233
103,2020,4,13,3660974,0.5520643157894738
104,2020,4,14,3659797,0.8140615
105,2020,4,15,3639546,0.5635394918032787
106,2020,4,16,1979625,0.5649189212962964
107,2020,4,17,2828278,0.7549420909090909
108,2020,4,18,3661497,0.5688546935064934
109,2020,4,19,3656970,0.772193923076923
110,2020,4,20,3586443,0.7331595714285715
111,2020,4,21,3558313,0.5801104682539682
112,2020,4,22,3601090,0.5308536371681416
113,2020,4,23,3615861,0.309746
114,2020,4,24,3663782,0.5707709097938144
115,2020,4,25,3581095,0.6294215190311419
116,2020,4,26,3562794,0.6468264697912229
117,2020,4,27,3473088,0.6279183132183908
118,2020,4,28,3513665,0.6446009032258064
119,2020,4,29,3343140,0.6169085000000001
120,2020,4,30,3501695,0.562511448639157
121,2020,5,1,3583758,0.7411389459459461
122,2020,5,2,3459556,0.5940687712150433
123,2020,5,3,3468076,0.5588619585062241
124,2020,5,4,3457307,0.7007332000000002
125,2020,5,5,3467342,0.5632036318681318
126,2020,5,6,3446352,0.71033825
127,2020,5,7,3454453,0.6031772797202797
128,2020,5,8,3467101,0.6382550654205607
129,2020,5,9,3401908,0.5939857507598785
130,2020,5,10,3141215,0.504196309090909
131,2020,5,11,3293952,0.6190120486725664
132,2020,5,12,3098994,0.5947909295238095
133,2020,5,13,3088709,0.5887536793807493
134,2020,5,14,3100834,0.577881
135,2020,5,15,3148376,0.6054730551181102
136,2020,5,16,3081606,0.5825050595238095
137,2020,5,17,3080397,0.5983483714285713
138,2020,5,18,3058978,0.599671309090909
139,2020,5,19,3041229,0.5581066492890995
140,2020,5,20,3057344,0.5446958076923077
141,2020,5,21,3036426,0.5916971925925925
142,2020,5,22,3124603,0.5799194842391304
143,2020,5,23,3052109,0.5808260033222592
144,2020,5,24,3090317,0.5834968974358974
145,2020,5,25,3049399,0.574727037037037
146,2020,5,26,3021391,0.5490178490566038
147,2020,5,27,3078618,0.8059185
148,2020,5,28,3102868,0.58014094
149,2020,5,29,3141850,0.5999726778523491
150,2020,5,30,3082599,0.6736765925925925
151,2020,5,31,3117327,0.7401881048387097
152,2020,6,1,3037926,0.5734707773972604
153,2020,6,2,3013276,0.5478080000000001
154,2020,6,3,3039763,0.611480785046729
155,2020,6,4,3006108,0.6106118333333332
156,2020,6,5,3035618,0.5869058426229508
157,2020,6,6,2853948,0.6236310673400673
158,2020,6,7,2911421,0.5717898648648649
159,2020,6,8,2817783,0.6303181291291291
160,2020,6,9,2934309,0.5899480645994831
161,2020,6,10,2954429,0.5940192632850241
162,2020,6,11,2878246,0.6041035907172996
163,2020,6,12,2997143,0.6230526188524591
164,2020,6,13,2873595,0.5746206631578948
165,2020,6,14,2919425,0.694766
166,2020,6,15,2828789,0.61431895
167,2020,6,16,2933182,0.5666739365079365
168,2020,6,17,2993491,0.5902159820143884
169,2020,6,18,2996929,0.6841088333333333
170,2020,6,19,3022058,0.5316597453703704
171,2020,6,20,2857683,0.737699
172,2020,6,21,2995969,0.5395624836363636
173,2020,6,22,2825726,0.6832085
174,2020,6,23,3221876,0.6315489722222221
175,2020,6,24,2835376,0.5849058728222996
176,2020,6,25,2889341,0.6341556341463415
177,2020,6,26,3080513,0.6278320000000001
178,2020,6,27,2900755,0.5725955685975609
179,2020,6,28,2861729,0.6151238306010929
180,2020,6,29,2822030,0.5588054247871335
181,2020,6,30,2870861,0.6152774535519125
182,2020,7,1,2960218,0.5842669946380697
183,2020,7,2,2814585,0.5992372307692307
184,2020,7,3,2898587,0.6438211259689922
185,2020,7,4,2872294,0.7206064545454546
186,2020,7,5,2827683,0.6653933999999999
187,2020,7,6,2794291,0.5750531693121693
188,2020,7,7,2874860,0.6327975555555555
189,2020,7,8,2883764,0.6079229812734083
190,2020,7,9,3186155,0.6308998
191,2020,7,10,2926212,0.5105774193548387
192,2020,7,11,2835572,0.5530049882352941
193,2020,7,12,2865629,0.5516732666666666
194,2020,7,13,2777527,0.6150758392857143
195,2020,7,14,2868745,0.5726687654494381
196,2020,7,15,2916126,0.5662040518518519
197,2020,7,16,2883677,0.6241723092783507
198,2020,7,17,2871877,0.6374659152542372
199,2020,7,18,2798055,0.6247563797468355
200,2020,7,19,2807048,0.5757432926829268
201,2020,7,20,2742778,0.5965672749003986
202,2020,7,21,2810269,0.5722640942028986
203,2020,7,22,2864325,0.567558575
204,2020,7,23,2942234,0.6187481416666665
205,2020,7,24,2929401,0.6201683243243242
206,2020,7,25,2808549,0.5869220631313131
207,2020,7,26,2803776,0.5837551540590405
208,2020,7,27,2682718,0.6083168269413629
209,2020,7,28,2797761,0.6788008571428571
210,2020,7,29,2834063,0.6133224534883721
211,2020,7,30,2834709,0.5711321883408071
212,2020,7,31,2869408,0.7356045882352941
213,2020,8,1,2830896,0.6071052471910112
214,2020,8,2,2742495,0.6093639127272727
215,2020,8,3,2718659,0.6476201666666667
216,2020,8,4,2791600,0.7166915
217,2020,8,5,2826899,0.4721648333333334
218,2020,8,6,2804504,0.5446545753424659
219,2020,8,7,2914844,0.6032415999999998
220,2020,8,8,2795318,0.6471096407766991
221,2020,8,9,2789835,0.6126326209048363
222,2020,8,10,2737161,0.6527959999999999
223,2020,8,11,2853525,0.6465441935483871
224,2020,8,12,2969965,0.5221450555555555
225,2020,8,13,2901587,0.576156625
226,2020,8,14,2972736,0.5960905134408602
227,2020,8,15,2895486,0.5598695789473683
228,2020,8,16,2824341,0.5097600444444444
229,2020,8,17,2743730,0.6129785065502185
230,2020,8,18,2876744,0.6001428653846155
231,2020,8,19,2897930,0.5411838760195758
232,2020,8,20,2893755,0.5640000689655172
233,2020,8,21,2962278,0.6391345294117647
234,2020,8,22,25975337,0.4237733333333334
235,2020,8,23,15994365,0.5729986923076923
236,2020,8,24,2700388,0.7130108
237,2020,8,25,2841229,0.6189346666666666
238,2020,8,26,2835990,0.7293078749999999
239,2020,8,27,2818742,0.6326050377358492
240,2020,8,28,1810136,0.6523545625
241,2020,8,29,2793598,0.7006769333333333
242,2020,8,30,2734628,0.5226566923076924
243,2020,8,31,2732870,0.5130879024390244
244,2020,9,1,1475725,0.665659
245,2020,9,2,1880118,0.4475864507042253
246,2020,9,3,2067227,0.6111899511775829
247,2020,9,4,2247847,0.7528617619047621
248,2020,9,5,1873592,0.5555673125
249,2020,9,6,1889611,0.673760923076923
250,2020,9,7,2598811,0.6211816666666666
251,2020,9,8,2115403,0.6700954444444446
252,2020,9,9,2063576,0.797737
